E1,E2,min_frequency,min_frequency_per_sample,bbrc_ds_nr_com,bbrc_ds_nr_f,bbrc_duration,merge_time,n_stripped_mss,n_stripped_cst,min_sampling_support,random_seed
-0.000531791426593002,0.00283090202002875,63,63.0,2017.0,287.0,6996.447719,11.1151857376099,1241.0,35.0,15.0,1
0.0154395802632665,0.0216898506736932,63,63.0,2024.0,332.0,7330.430191,11.7158186435699,1187.0,33.0,15.0,2
-0.00298539908171612,0.00364202947931539,63,63.0,2022.0,307.0,7254.479882,11.1040604114532,1297.0,45.0,15.0,3
0.00660999285243144,0.0127351630972664,63,63.0,2021.0,264.0,3892.149564,8.4080274105072,879.0,32.0,15.0,4
0.00243378261562056,0.0122822221004522,63,63.0,2019.0,202.0,27122.376002,7.00090146064758,1005.0,14.0,15.0,5
-0.00081486208298738,0.00407444124789041,63,63.0,2026.0,326.0,5578.228003,10.1513967514038,967.0,18.0,15.0,6
-0.0027123621802363,0.0051202972300398,63,63.0,2025.0,285.0,8020.757905,12.2996864318848,846.0,45.0,15.0,7
-0.00263882495171287,0.00307878633014721,63,63.0,2021.0,312.0,8074.03134,11.3132812976837,1308.0,50.0,15.0,8
0.000845007166777462,0.00733660933156416,63,63.0,2023.0,244.0,7582.501917,8.57122278213501,1023.0,38.0,15.0,9
0.00041385564795746,0.00573101953848003,63,63.0,2018.0,340.0,8232.783624,8.88380694389343,1045.0,31.0,15.0,10
-0.00227361052352602,0.00553046136456421,63,63.0,2023.0,300.0,2315.055261,9.36225605010986,1017.0,43.0,15.0,11
0.00887616818093586,0.0128848847804364,63,63.0,2025.0,354.0,2605.041166,12.7753176689148,1379.0,28.0,15.0,12
0.00312345775961566,0.00718119519571171,63,63.0,2027.0,361.0,5998.128047,11.4950773715973,1194.0,32.0,15.0,13
0.00328184269442819,0.0107479110375764,63,63.0,2023.0,271.0,7022.838248,11.0087707042694,1308.0,34.0,15.0,14
-0.000450041605074047,0.00362555976105445,63,63.0,2023.0,389.0,9021.424684,10.6743772029877,981.0,39.0,15.0,15
0.000248692451789298,0.00601921077629345,63,63.0,2022.0,342.0,7377.241312,12.018039226532,1252.0,29.0,15.0,16
0.0111070464165732,0.015857642735785,63,63.0,2019.0,280.0,5141.958465,13.0958454608917,1243.0,23.0,15.0,17
0.00763992079793017,0.0120928771537943,63,63.0,2025.0,278.0,6408.888767,12.99467420578,1082.0,19.0,15.0,18
-0.00393350050489026,0.00395417248848081,63,63.0,2019.0,298.0,3984.382805,17.8181884288788,1084.0,31.0,15.0,19
0.0122734083618639,0.0141153368201643,63,63.0,2017.0,303.0,3769.40582,14.7931735515594,1104.0,13.0,15.0,20
0.00487323189073682,0.0123268620372944,63,63.0,2028.0,381.0,4636.769289,29.1564900875092,1818.0,22.0,15.0,21
0.000831579722861027,0.00479715115618226,63,63.0,2023.0,337.0,5101.976671,13.307252407074,1060.0,25.0,15.0,22
0.00031003219331508,0.00665692136603061,63,63.0,2015.0,338.0,5684.576879,20.5394949913025,1342.0,12.0,15.0,23
0.00474202761439423,0.0128701485393549,63,63.0,2024.0,372.0,5553.884373,18.0996668338776,1169.0,46.0,15.0,24
-0.00168244000090268,0.00354097805906812,63,63.0,2023.0,291.0,3576.951083,17.9182155132294,1218.0,21.0,15.0,25
0.0204215162459255,0.0246320563854079,63,63.0,2024.0,348.0,3873.923243,18.0499444007874,1121.0,23.0,15.0,26
-0.00476605305866122,0.0061493583769137,63,63.0,2025.0,316.0,3458.141429,17.8574376106262,1257.0,31.0,15.0,27
0.00056968238363489,0.00406536631116172,63,63.0,2027.0,327.0,4525.28103,11.3274822235107,1216.0,26.0,15.0,28
-0.00273558382536302,0.0037268825781458,63,63.0,2022.0,321.0,5907.396579,9.03475022315979,1001.0,36.0,15.0,29
-0.00230947721807515,0.00388615496498853,63,63.0,2025.0,260.0,5938.545079,8.4980800151825,865.0,30.0,15.0,30
-0.00413922340913218,0.00465578542248975,63,63.0,2026.0,278.0,5365.822197,10.3166635036469,1152.0,35.0,15.0,31
-0.00277573867922919,0.00528044345226568,63,63.0,2023.0,286.0,7394.446397,10.9773166179657,1118.0,40.0,15.0,32
-0.0028580826633182,0.0028580826633182,63,63.0,2023.0,246.0,7087.654116,10.6399126052856,1406.0,14.0,15.0,33
-0.000877800379665531,0.00205706446806741,63,63.0,2021.0,432.0,7842.046381,11.6439204216003,1318.0,17.0,15.0,34
0.00451195128572323,0.00881468103594478,63,63.0,2023.0,361.0,7776.743437,14.2696957588196,1698.0,21.0,15.0,35
-0.0030005850441442,0.00323125660890765,63,63.0,2022.0,298.0,2067.666834,9.23424363136292,964.0,43.0,15.0,36
-0.00126739904753475,0.00661182430978032,63,63.0,2023.0,259.0,4386.335155,9.56796455383301,1120.0,38.0,15.0,37
-0.00259560595728292,0.00467684928368077,63,63.0,2025.0,336.0,5742.793721,14.3792750835419,976.0,26.0,15.0,38
-0.00144113460856028,0.00310160489703389,63,63.0,2021.0,336.0,8591.136875,13.9460945129395,1626.0,17.0,15.0,39
-0.000290446495825361,0.00482426965517353,63,63.0,2018.0,321.0,8238.394966,10.3697884082794,1140.0,26.0,15.0,40
-0.000805270189624279,0.00531474121751312,63,63.0,2028.0,337.0,8136.105441,12.2678287029266,1355.0,16.0,15.0,41
0.000174802431447322,0.00547804781571462,63,63.0,2021.0,329.0,7941.933748,11.897607088089,1309.0,27.0,15.0,42
-0.00533229121076563,0.00596633356227485,63,63.0,2017.0,278.0,2193.730907,9.20792865753174,972.0,48.0,15.0,43
-0.00115570209298215,0.00436195196245044,63,63.0,2026.0,409.0,2774.106537,13.7715396881104,1507.0,43.0,15.0,44
-0.00209115280263558,0.00649355144198234,63,63.0,2022.0,297.0,5763.36606,10.9526410102844,1177.0,33.0,15.0,45
-0.00139362041415434,0.00442691259581126,63,63.0,2024.0,304.0,7175.176241,11.8093137741089,1253.0,26.0,15.0,46
0.000944904213669446,0.00571192878021894,63,63.0,2026.0,294.0,8815.772668,8.97802519798279,873.0,17.0,15.0,47
-0.000790773687548201,0.0083069075482869,63,63.0,2024.0,293.0,7132.74264,14.1277871131897,1347.0,16.0,15.0,48
-0.00520387081849466,0.00568425376878218,63,63.0,2018.0,409.0,5938.410938,11.7402713298798,1140.0,29.0,15.0,49
-0.00493678126198624,0.00739913024690343,63,63.0,2024.0,367.0,6527.019964,16.8995914459229,927.0,61.0,15.0,50
-0.00444812082057052,0.00604516300764888,63,63.0,2026.0,264.0,1930.368232,8.69633722305298,957.0,44.0,15.0,51
0.000325253987180006,0.00973114819438735,63,63.0,2021.0,356.0,3291.278709,12.994029045105,1269.0,25.0,15.0,52
-0.00120297282129396,0.00496954475390054,63,63.0,2020.0,393.0,3432.105802,13.9775583744049,1403.0,20.0,15.0,53
0.00811278607439653,0.0132450337738765,63,63.0,2021.0,313.0,3793.833955,16.2826247215271,1207.0,26.0,15.0,54
-0.002388559605278,0.00430749473410551,63,63.0,2010.0,197.0,2132.367086,9.69025444984436,1130.0,19.0,15.0,55
0.00133032921622494,0.00553021727659093,63,63.0,2012.0,259.0,1997.223662,16.8132314682007,1351.0,22.0,15.0,56
-0.00205997223289026,0.0040740103897507,63,63.0,2024.0,294.0,2432.172354,10.3153176307678,1034.0,48.0,15.0,57
0.00535478867704506,0.00754330979167984,63,63.0,2025.0,256.0,2327.564511,9.4242696762085,1096.0,31.0,15.0,58
-0.000521469586517919,0.0035104990498676,63,63.0,2025.0,407.0,3691.178587,12.9967844486237,1303.0,15.0,15.0,59
-0.000426715235073743,0.00757440676417537,63,63.0,2021.0,278.0,3125.789404,11.2180626392365,1205.0,49.0,15.0,60
0.000989056786502752,0.00758358539973602,63,63.0,2020.0,296.0,3076.666905,17.8131003379822,1353.0,45.0,15.0,61
0.0027173611512119,0.00972240801676608,63,63.0,2019.0,290.0,2335.139603,10.7550139427185,1180.0,32.0,15.0,62
-0.00226431837045422,0.00330385065085349,63,63.0,2024.0,392.0,2385.205579,12.4390602111816,1178.0,22.0,15.0,63
-0.00221918594650183,0.00331165693955116,63,63.0,2016.0,353.0,2366.617411,10.5659959316254,988.0,64.0,15.0,64
0.00970261422080141,0.0158037355999648,63,63.0,2023.0,327.0,2341.044172,11.8647918701172,1304.0,27.0,15.0,65
0.0103755949316297,0.0155215795128677,63,63.0,2019.0,321.0,2151.567777,8.78732919692993,884.0,33.0,15.0,66
0.0044307272275446,0.0134196716878239,63,63.0,2022.0,286.0,2247.554272,10.727422952652,1190.0,38.0,15.0,67
0.00157364423345589,0.00653857240003735,63,63.0,2020.0,263.0,2156.981017,14.7912831306458,1140.0,27.0,15.0,68
1.0123254087059e-05,0.004990250235615,63,63.0,2025.0,260.0,6655.002594,9.35285902023315,929.0,42.0,15.0,69
0.0130067830706601,0.0166346114437765,63,63.0,2021.0,274.0,4329.589666,9.76483130455017,1372.0,29.0,15.0,70
0.00614486656380862,0.0148043334665265,63,63.0,2024.0,390.0,2924.149654,12.5162346363068,1222.0,47.0,15.0,71
0.00191873513511423,0.00554992218119435,63,63.0,2021.0,316.0,6254.727385,9.65960717201233,1102.0,27.0,15.0,72
0.00135450105929105,0.00549052578859796,63,63.0,2026.0,351.0,2499.300953,10.3912229537964,1147.0,13.0,15.0,73
-0.00256976040977616,0.00506223924621627,63,63.0,2021.0,324.0,2278.468755,10.6639544963837,1147.0,50.0,15.0,74
-0.00234484112587757,0.00309566252600027,63,63.0,2027.0,335.0,2442.600667,14.1817226409912,1430.0,38.0,15.0,75
0.0012460419388227,0.00675803116628263,63,63.0,2024.0,317.0,2289.96573,11.7275385856628,1298.0,42.0,15.0,76
0.0217522276875317,0.027683029736465,63,63.0,2023.0,415.0,3188.814171,12.3005397319794,1394.0,26.0,15.0,77
-6.55708417280794e-05,0.00671390607767639,63,63.0,2022.0,339.0,3647.908513,14.0454754829407,1262.0,40.0,15.0,78
0.000924241430612109,0.0101134529486886,63,63.0,2023.0,319.0,2640.446352,11.1753695011139,1100.0,31.0,15.0,79
0.0036875529524141,0.0092844156546018,63,63.0,2019.0,400.0,2696.015665,10.0921194553375,990.0,30.0,15.0,80
-0.00324357709725658,0.00365134592836072,63,63.0,2026.0,301.0,2728.605665,12.1232049465179,1287.0,20.0,15.0,81
0.00150919843252291,0.00617784149228284,63,63.0,2027.0,305.0,3116.332931,13.25310587883,1104.0,16.0,15.0,82
0.000399639189872584,0.00635503295528291,63,63.0,2025.0,342.0,3198.390744,11.1306748390198,1064.0,29.0,15.0,83
0.00784281085219556,0.0155950957763126,63,63.0,2024.0,274.0,2660.571926,11.1792781352997,1186.0,35.0,15.0,84
-0.00177800221031559,0.00261633810278585,63,63.0,2022.0,291.0,2197.481443,12.3083221912384,1405.0,20.0,15.0,85
-0.0011348024272177,0.00856809997993082,63,63.0,2021.0,282.0,1980.363927,9.14629697799683,1027.0,31.0,15.0,86
0.00127226822066077,0.00659280522023934,63,63.0,2024.0,320.0,2179.204934,9.32852101325989,1069.0,24.0,15.0,87
0.00192035670173248,0.00824820426450563,63,63.0,2026.0,407.0,2585.174891,11.5537886619568,1254.0,28.0,15.0,88
-0.00105065792705029,0.00437463602640942,63,63.0,2018.0,314.0,2155.572928,10.3052494525909,1037.0,31.0,15.0,89
-0.00412469455264196,0.00456606430426033,63,63.0,2024.0,218.0,1875.465569,9.11727738380432,1267.0,46.0,15.0,90
0.00427169715025826,0.00752076746725089,63,63.0,2022.0,280.0,2245.805236,11.2462613582611,1448.0,18.0,15.0,91
-0.00205368850710604,0.00317966280527452,63,63.0,2028.0,321.0,2644.894272,10.5811944007874,1113.0,47.0,15.0,92
0.00242668678680302,0.0089231863762514,63,63.0,2012.0,431.0,4008.648606,13.4343898296356,1401.0,33.0,15.0,93
0.000604976608099658,0.00412872818066469,63,63.0,2021.0,321.0,2948.365296,17.596111536026,1366.0,23.0,15.0,94
-0.0042596162492548,0.0043309340837379,63,63.0,2025.0,371.0,3200.935426,12.6065495014191,1161.0,63.0,15.0,95
0.00615495415249719,0.0093793483636313,63,63.0,2022.0,396.0,4030.80298,15.672492980957,1753.0,28.0,15.0,96
-0.00407239800753922,0.00407239800753922,63,63.0,2021.0,388.0,3259.44427,14.8408672809601,1118.0,78.0,15.0,97
0.00386499008244831,0.0132634807281124,63,63.0,2023.0,346.0,3000.514772,13.0513510704041,1103.0,48.0,15.0,98
0.000155142859281891,0.00644568915689312,63,63.0,2022.0,304.0,3204.253332,11.4755308628082,1270.0,28.0,15.0,99
-0.00194675205755537,0.0023040540047136,63,63.0,2022.0,248.0,2839.80205,11.536301612854,1366.0,46.0,15.0,100
